id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,abilities,sprite_png,sprite_svg
555,darmanitan-standard,fire,,105,140,55,30,55,95,13,929,"sheer-force,zen-mode",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/555.svg
556,maractus,grass,,75,86,67,106,67,60,10,280,"water-absorb,chlorophyll,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/556.svg
557,dwebble,bug,rock,50,65,85,35,35,55,3,145,"sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/557.svg
558,crustle,bug,rock,70,105,125,65,75,45,14,2000,"sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/558.svg
559,scraggy,dark,fighting,50,75,70,35,70,48,6,118,"shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/559.svg
560,scrafty,dark,fighting,65,90,115,45,115,58,11,300,"shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/560.svg
561,sigilyph,psychic,flying,72,58,80,103,80,97,14,140,"wonder-skin,magic-guard,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/561.svg
562,yamask,ghost,,38,30,85,55,65,30,5,15,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/562.svg
563,cofagrigus,ghost,,58,50,145,95,105,30,17,765,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/563.svg
564,tirtouga,water,rock,54,78,103,53,45,22,7,165,"solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/564.svg
565,carracosta,water,rock,74,108,133,83,65,32,12,810,"solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/565.svg
566,archen,rock,flying,55,112,45,74,45,70,5,95,defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/566.svg
567,archeops,rock,flying,75,140,65,112,65,110,14,320,defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/567.svg
568,trubbish,poison,,50,50,62,40,62,65,6,310,"stench,sticky-hold,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/568.svg
569,garbodor,poison,,80,95,82,60,82,75,19,1073,"stench,weak-armor,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/569.svg
570,zorua,dark,,40,65,40,80,40,65,7,125,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/570.svg
571,zoroark,dark,,60,105,60,120,60,105,16,811,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/571.svg
572,minccino,normal,,55,50,40,40,40,75,4,58,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/572.svg
573,cinccino,normal,,75,95,60,65,60,115,5,75,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/573.svg
574,gothita,psychic,,45,30,50,55,65,45,4,58,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/574.svg
575,gothorita,psychic,,60,45,70,75,85,55,7,180,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/575.svg
576,gothitelle,psychic,,70,55,95,95,110,65,15,440,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/576.svg
577,solosis,psychic,,45,30,40,105,50,20,3,10,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/577.svg
578,duosion,psychic,,65,40,50,125,60,30,6,80,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/578.svg
579,reuniclus,psychic,,110,65,75,125,85,30,10,201,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/579.svg
580,ducklett,water,flying,62,44,50,44,50,55,5,55,"keen-eye,big-pecks,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/580.svg
581,swanna,water,flying,75,87,63,87,63,98,13,242,"keen-eye,big-pecks,hydration",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/581.svg
582,vanillite,ice,,36,50,50,65,60,44,4,57,"ice-body,snow-cloak,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/582.svg
583,vanillish,ice,,51,65,65,80,75,59,11,410,"ice-body,snow-cloak,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/583.svg
584,vanilluxe,ice,,71,95,85,110,95,79,13,575,"ice-body,snow-warning,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/584.svg
585,deerling,normal,grass,60,60,50,40,50,75,6,195,"chlorophyll,sap-sipper,serene-grace",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/585.svg
586,sawsbuck,normal,grass,80,100,70,60,70,95,19,925,"chlorophyll,sap-sipper,serene-grace",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/586.svg
587,emolga,electric,flying,55,75,60,75,60,103,4,50,"static,motor-drive",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/587.svg
588,karrablast,bug,,50,75,45,40,45,60,5,59,"swarm,shed-skin,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/588.svg
589,escavalier,bug,steel,70,135,105,60,105,20,10,330,"swarm,shell-armor,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/589.svg
590,foongus,grass,poison,69,55,45,55,55,15,2,10,"effect-spore,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/590.svg
591,amoonguss,grass,poison,114,85,70,85,80,30,6,105,"effect-spore,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/591.svg
592,frillish,water,ghost,55,40,50,65,85,40,12,330,"water-absorb,cursed-body,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/592.svg
593,jellicent,water,ghost,100,60,70,85,105,60,22,1350,"water-absorb,cursed-body,damp",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/593.svg
594,alomomola,water,,165,75,80,40,45,65,12,316,"healer,hydration,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/594.svg
595,joltik,bug,electric,50,47,50,57,50,65,1,6,"compound-eyes,unnerve,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/595.svg
596,galvantula,bug,electric,70,77,60,97,60,108,8,143,"compound-eyes,unnerve,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/596.svg
597,ferroseed,grass,steel,44,50,91,24,86,10,6,188,iron-barbs,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/597.svg
598,ferrothorn,grass,steel,74,94,131,54,116,20,10,1100,"iron-barbs,anticipation",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/598.svg
599,klink,steel,,40,55,70,45,60,30,3,210,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/599.svg
600,klang,steel,,60,80,95,70,85,50,6,510,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/600.svg
601,klinklang,steel,,60,100,115,70,85,90,6,810,"plus,minus,clear-body",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/601.svg
602,tynamo,electric,,35,55,40,45,40,60,2,3,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/602.svg
603,eelektrik,electric,,65,85,70,75,70,40,12,220,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/603.svg
604,eelektross,electric,,85,115,80,105,80,50,21,805,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/604.svg
605,elgyem,psychic,,55,55,55,85,55,30,5,90,"telepathy,synchronize,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/605.svg
606,beheeyem,psychic,,75,75,75,125,95,40,10,345,"telepathy,synchronize,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/606.svg
607,litwick,ghost,fire,50,30,55,65,55,20,3,31,"flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/607.svg
608,lampent,ghost,fire,60,40,60,95,60,55,6,130,"flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/608.svg
609,chandelure,ghost,fire,60,55,90,145,90,80,10,343,"flash-fire,flame-body,infiltrator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/609.svg
610,axew,dragon,,46,87,60,30,40,57,6,180,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/610.svg
611,fraxure,dragon,,66,117,70,40,50,67,10,360,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/611.svg
612,haxorus,dragon,,76,147,90,60,70,97,18,1055,"rivalry,mold-breaker,unnerve",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/612.svg
613,cubchoo,ice,,55,70,40,60,40,40,5,85,"snow-cloak,slush-rush,rattled",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/613.svg
614,beartic,ice,,95,130,80,70,80,50,26,2600,"snow-cloak,slush-rush,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/614.svg
615,cryogonal,ice,,80,50,50,95,135,105,11,1480,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/615.svg
616,shelmet,bug,,50,40,85,40,65,25,4,77,"hydration,shell-armor,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/616.svg
617,accelgor,bug,,80,70,40,100,60,145,8,253,"hydration,sticky-hold,unburden",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/617.svg
618,stunfisk,ground,electric,109,66,84,81,99,32,7,110,"static,limber,sand-veil",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/618.svg
619,mienfoo,fighting,,45,85,50,55,50,65,9,200,"inner-focus,regenerator,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/619.svg
620,mienshao,fighting,,65,125,60,95,60,105,14,355,"inner-focus,regenerator,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/620.svg
621,druddigon,dragon,,77,120,90,60,90,48,16,1390,"rough-skin,sheer-force,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/621.svg
622,golett,ground,ghost,59,74,50,35,50,35,10,920,"iron-fist,klutz,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/622.svg
623,golurk,ground,ghost,89,124,80,55,80,55,28,3300,"iron-fist,klutz,no-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/623.svg
624,pawniard,dark,steel,45,85,70,40,40,60,5,102,"defiant,inner-focus,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/624.svg
625,bisharp,dark,steel,65,125,100,60,70,70,16,700,"defiant,inner-focus,pressure",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/625.svg
626,bouffalant,normal,,95,110,95,40,95,55,16,946,"reckless,sap-sipper,soundproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/626.svg
627,rufflet,normal,flying,70,83,50,37,50,60,5,105,"keen-eye,sheer-force,hustle",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/627.svg
628,braviary,normal,flying,100,123,75,57,75,80,15,410,"keen-eye,sheer-force,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/628.svg
629,vullaby,dark,flying,70,55,75,45,65,60,5,90,"big-pecks,overcoat,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/629.svg
630,mandibuzz,dark,flying,110,65,105,55,95,80,12,395,"big-pecks,overcoat,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/630.svg
631,heatmor,fire,,85,97,66,105,66,65,14,580,"gluttony,flash-fire,white-smoke",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/631.svg
632,durant,bug,steel,58,109,112,48,48,109,3,330,"swarm,hustle,truant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/632.svg
633,deino,dark,dragon,52,65,50,45,50,38,8,173,hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/633.svg
634,zweilous,dark,dragon,72,85,70,65,70,58,14,500,hustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/634.svg
635,hydreigon,dark,dragon,92,105,90,125,90,98,18,1600,levitate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/635.svg
636,larvesta,bug,fire,55,85,55,50,55,60,11,288,"flame-body,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/636.svg
637,volcarona,bug,fire,85,60,65,135,105,100,16,460,"flame-body,swarm",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/637.svg
638,cobalion,steel,fighting,91,90,129,90,72,108,21,2500,justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/638.svg
639,terrakion,rock,fighting,91,129,90,72,90,108,19,2600,justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/639.svg
640,virizion,grass,fighting,91,90,72,90,129,108,20,2000,justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/640.svg
641,tornadus-incarnate,flying,,79,115,70,125,80,111,15,630,"prankster,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/641.svg
642,thundurus-incarnate,electric,flying,79,115,70,125,80,111,15,610,"prankster,defiant",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/642.svg
643,reshiram,dragon,fire,100,120,100,150,120,90,32,3300,turboblaze,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/643.svg
644,zekrom,dragon,electric,100,150,120,120,100,90,29,3450,teravolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/644.svg
645,landorus-incarnate,ground,flying,89,125,90,115,80,101,15,680,"sand-force,sheer-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/645.svg
646,kyurem,dragon,ice,125,130,90,130,90,95,30,3250,pressure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/646.svg
647,keldeo-ordinary,water,fighting,91,72,90,129,90,108,14,485,justified,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/647.svg
648,meloetta-aria,normal,psychic,100,77,77,128,128,90,6,65,serene-grace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/648.svg
649,genesect,bug,steel,71,120,95,120,95,99,15,825,download,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/649.svg
650,chespin,grass,,56,61,65,48,45,38,4,90,"overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/650.svg
651,quilladin,grass,,61,78,95,56,58,57,7,290,"overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/651.svg
652,chesnaught,grass,fighting,88,107,122,74,75,64,16,900,"overgrow,bulletproof",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/652.svg
653,fennekin,fire,,40,45,40,62,60,60,4,94,"blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/653.svg
654,braixen,fire,,59,59,58,90,70,73,10,145,"blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/654.svg
655,delphox,fire,psychic,75,69,72,114,100,104,15,390,"blaze,magician",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/655.svg
656,froakie,water,,41,56,40,62,44,71,3,70,"torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/656.svg
657,frogadier,water,,54,63,52,83,56,97,6,109,"torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/657.svg
658,greninja,water,dark,72,95,67,103,71,122,15,400,"torrent,protean",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/658.svg
659,bunnelby,normal,,38,36,38,32,36,57,4,50,"pickup,cheek-pouch,huge-power",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/659.svg
660,diggersby,normal,ground,85,56,77,50,77,78,10,424,"pickup,cheek-pouch,huge-power",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/660.svg
661,fletchling,normal,flying,45,50,43,40,38,62,3,17,"big-pecks,gale-wings",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/661.svg
