id,name,name_norm,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,base_total,height,weight,abilities,sprite_png,sprite_svg,generation,legendary,weak_to,resist_to,immune_to
494,victini,victini,psychic,fire,100,100,100,100,100,100,600,4,40,victory-star,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/494.svg,,,"dark, ghost, ground, rock, water","fairy, fighting, fire, grass, ice, psychic, steel",
495,snivy,snivy,grass,nan,45,45,55,45,55,63,308,6,81,"overgrow,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/495.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
496,servine,servine,grass,nan,60,60,75,60,75,83,413,8,160,"overgrow,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/496.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
497,serperior,serperior,grass,nan,75,75,95,75,95,113,528,33,630,"overgrow,contrary",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/497.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
498,tepig,tepig,fire,nan,65,63,45,45,45,45,308,5,99,"blaze,thick-fat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/498.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
499,pignite,pignite,fire,fighting,90,93,55,70,55,55,418,10,555,"blaze,thick-fat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/499.svg,,,"flying, ground, psychic, water","bug, dark, fire, grass, ice, steel",
500,emboar,emboar,fire,fighting,110,123,65,100,65,65,528,16,1500,"blaze,reckless",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/500.svg,,,"flying, ground, psychic, water","bug, dark, fire, grass, ice, steel",
501,oshawott,oshawott,water,nan,55,55,45,63,45,45,308,5,59,"torrent,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/501.svg,,,"electric, grass","fire, ice, steel, water",
502,dewott,dewott,water,nan,75,75,60,83,60,60,413,8,245,"torrent,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/502.svg,,,"electric, grass","fire, ice, steel, water",
503,samurott,samurott,water,nan,95,100,85,108,70,70,528,15,946,"torrent,shell-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/503.svg,,,"electric, grass","fire, ice, steel, water",
504,patrat,patrat,normal,nan,45,55,39,35,39,42,255,5,116,"run-away,keen-eye,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/504.svg,,,fighting,,ghost
505,watchog,watchog,normal,nan,60,85,69,60,69,77,420,11,270,"illuminate,keen-eye,analytic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/505.svg,,,fighting,,ghost
506,lillipup,lillipup,normal,nan,45,60,45,25,45,55,275,4,41,"vital-spirit,pickup,run-away",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/506.svg,,,fighting,,ghost
507,herdier,herdier,normal,nan,65,80,65,35,65,60,370,9,147,"intimidate,sand-rush,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/507.svg,,,fighting,,ghost
508,stoutland,stoutland,normal,nan,85,110,90,45,90,80,500,12,610,"intimidate,sand-rush,scrappy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/508.svg,,,fighting,,ghost
509,purrloin,purrloin,dark,nan,41,50,37,50,37,66,281,4,101,"limber,unburden,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/509.svg,,,"bug, fairy, fighting","dark, ghost",psychic
510,liepard,liepard,dark,nan,64,88,50,88,50,106,446,11,375,"limber,unburden,prankster",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/510.svg,,,"bug, fairy, fighting","dark, ghost",psychic
511,pansage,pansage,grass,nan,50,53,48,53,48,64,316,6,105,"gluttony,overgrow",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/511.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
512,simisage,simisage,grass,nan,75,98,63,98,63,101,498,11,305,"gluttony,overgrow",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/512.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
513,pansear,pansear,fire,nan,50,53,48,53,48,64,316,6,110,"gluttony,blaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/513.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
514,simisear,simisear,fire,nan,75,98,63,98,63,101,498,10,280,"gluttony,blaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/514.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
515,panpour,panpour,water,nan,50,53,48,53,48,64,316,6,135,"gluttony,torrent",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/515.svg,,,"electric, grass","fire, ice, steel, water",
516,simipour,simipour,water,nan,75,98,63,98,63,101,498,10,290,"gluttony,torrent",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/516.svg,,,"electric, grass","fire, ice, steel, water",
517,munna,munna,psychic,nan,76,25,45,67,55,24,292,6,233,"forewarn,synchronize,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/517.svg,,,"bug, dark, ghost","fighting, psychic",
518,musharna,musharna,psychic,nan,116,55,85,107,95,29,487,11,605,"forewarn,synchronize,telepathy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/518.svg,,,"bug, dark, ghost","fighting, psychic",
519,pidove,pidove,normal,flying,50,55,50,36,30,43,264,3,21,"big-pecks,super-luck,rivalry",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/519.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
520,tranquill,tranquill,normal,flying,62,77,62,50,42,65,358,6,150,"big-pecks,super-luck,rivalry",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/520.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
521,unfezant,unfezant,normal,flying,80,115,80,65,55,93,488,12,290,"big-pecks,super-luck,rivalry",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/521.svg,,,"electric, ice, rock","bug, grass","ghost, ground"
522,blitzle,blitzle,electric,nan,45,60,32,50,32,76,295,8,298,"lightning-rod,motor-drive,sap-sipper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/522.svg,,,ground,"electric, flying, steel",
523,zebstrika,zebstrika,electric,nan,75,100,63,80,63,116,497,16,795,"lightning-rod,motor-drive,sap-sipper",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/523.svg,,,ground,"electric, flying, steel",
524,roggenrola,roggenrola,rock,nan,55,75,85,25,25,15,280,4,180,"sturdy,weak-armor,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/524.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
525,boldore,boldore,rock,nan,70,105,105,50,40,20,390,9,1020,"sturdy,weak-armor,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/525.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
526,gigalith,gigalith,rock,nan,85,135,130,60,80,25,515,17,2600,"sturdy,sand-stream,sand-force",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/526.svg,,,"fighting, grass, ground, steel, water","fire, flying, normal, poison",
527,woobat,woobat,psychic,flying,65,45,43,55,43,72,323,4,21,"unaware,klutz,simple",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/527.svg,,,"dark, electric, ghost, ice, rock","fighting, grass, psychic",ground
528,swoobat,swoobat,psychic,flying,67,57,55,77,55,114,425,9,105,"unaware,klutz,simple",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/528.svg,,,"dark, electric, ghost, ice, rock","fighting, grass, psychic",ground
529,drilbur,drilbur,ground,nan,60,85,40,30,45,68,328,3,85,"sand-rush,sand-force,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/529.svg,,,"grass, ice, water","poison, rock",electric
530,excadrill,excadrill,ground,steel,110,135,60,50,65,88,508,7,404,"sand-rush,sand-force,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/530.svg,,,"fighting, fire, ground, water","bug, dragon, fairy, flying, normal, psychic, rock, steel","electric, poison"
531,audino,audino,normal,nan,103,60,86,60,86,50,445,11,310,"healer,regenerator,klutz",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/531.svg,,,fighting,,ghost
532,timburr,timburr,fighting,nan,75,80,55,25,35,35,305,6,125,"guts,sheer-force,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/532.svg,,,"fairy, flying, psychic","bug, dark, rock",
533,gurdurr,gurdurr,fighting,nan,85,105,85,40,50,40,405,12,400,"guts,sheer-force,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/533.svg,,,"fairy, flying, psychic","bug, dark, rock",
534,conkeldurr,conkeldurr,fighting,nan,105,140,95,55,65,45,505,14,870,"guts,sheer-force,iron-fist",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/534.svg,,,"fairy, flying, psychic","bug, dark, rock",
535,tympole,tympole,water,nan,50,50,40,50,40,64,294,5,45,"swift-swim,hydration,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/535.svg,,,"electric, grass","fire, ice, steel, water",
536,palpitoad,palpitoad,water,ground,75,65,55,65,55,69,384,8,170,"swift-swim,hydration,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/536.svg,,,grass,"fire, poison, rock, steel",electric
537,seismitoad,seismitoad,water,ground,105,95,75,85,75,74,509,15,620,"swift-swim,poison-touch,water-absorb",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/537.svg,,,grass,"fire, poison, rock, steel",electric
538,throh,throh,fighting,nan,120,100,85,30,85,45,465,13,555,"guts,inner-focus,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/538.svg,,,"fairy, flying, psychic","bug, dark, rock",
539,sawk,sawk,fighting,nan,75,125,75,30,75,85,465,14,510,"sturdy,inner-focus,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/539.svg,,,"fairy, flying, psychic","bug, dark, rock",
540,sewaddle,sewaddle,bug,grass,45,53,70,40,60,42,310,3,25,"swarm,chlorophyll,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/540.svg,,,"bug, fire, flying, ice, poison, rock","electric, fighting, grass, ground, water",
541,swadloon,swadloon,bug,grass,55,63,90,50,80,42,380,5,73,"leaf-guard,chlorophyll,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/541.svg,,,"bug, fire, flying, ice, poison, rock","electric, fighting, grass, ground, water",
542,leavanny,leavanny,bug,grass,75,103,80,70,80,92,500,12,205,"swarm,chlorophyll,overcoat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/542.svg,,,"bug, fire, flying, ice, poison, rock","electric, fighting, grass, ground, water",
543,venipede,venipede,bug,poison,30,45,59,30,39,57,260,4,53,"poison-point,swarm,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/543.svg,,,"fire, flying, psychic, rock","bug, fairy, fighting, grass, poison",
544,whirlipede,whirlipede,bug,poison,40,55,99,40,79,47,360,12,585,"poison-point,swarm,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/544.svg,,,"fire, flying, psychic, rock","bug, fairy, fighting, grass, poison",
545,scolipede,scolipede,bug,poison,60,100,89,55,69,112,485,25,2005,"poison-point,swarm,speed-boost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/545.svg,,,"fire, flying, psychic, rock","bug, fairy, fighting, grass, poison",
546,cottonee,cottonee,grass,fairy,40,27,60,37,50,66,280,3,6,"prankster,infiltrator,chlorophyll",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/546.svg,,,"fire, flying, ice, poison, steel","dark, electric, fighting, grass, ground, water",dragon
547,whimsicott,whimsicott,grass,fairy,60,67,85,77,75,116,480,7,66,"prankster,infiltrator,chlorophyll",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/547.svg,,,"fire, flying, ice, poison, steel","dark, electric, fighting, grass, ground, water",dragon
548,petilil,petilil,grass,nan,45,35,50,70,50,30,280,5,66,"chlorophyll,own-tempo,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/548.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
549,lilligant,lilligant,grass,nan,70,60,75,110,75,90,480,11,163,"chlorophyll,own-tempo,leaf-guard",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/549.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
550,basculin-red-striped,basculin red striped,water,nan,70,92,65,80,55,98,460,10,180,"reckless,adaptability,mold-breaker",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/550.svg,,,"electric, grass","fire, ice, steel, water",
551,sandile,sandile,ground,dark,50,72,35,35,35,65,292,7,152,"intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/551.svg,,,"bug, fairy, fighting, grass, ice, water","dark, ghost, poison, rock","electric, psychic"
552,krokorok,krokorok,ground,dark,60,82,45,45,45,74,351,10,334,"intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/552.svg,,,"bug, fairy, fighting, grass, ice, water","dark, ghost, poison, rock","electric, psychic"
553,krookodile,krookodile,ground,dark,95,117,80,65,70,92,519,15,963,"intimidate,moxie,anger-point",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/553.svg,,,"bug, fairy, fighting, grass, ice, water","dark, ghost, poison, rock","electric, psychic"
554,darumaka,darumaka,fire,nan,70,90,45,15,45,50,315,6,375,"hustle,inner-focus",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/554.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
555,darmanitan-standard,darmanitan standard,fire,nan,105,140,55,30,55,95,480,13,929,"sheer-force,zen-mode",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/555.svg,,,"ground, rock, water","bug, fairy, fire, grass, ice, steel",
556,maractus,maractus,grass,nan,75,86,67,106,67,60,461,10,280,"water-absorb,chlorophyll,storm-drain",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/556.svg,,,"bug, fire, flying, ice, poison","electric, grass, ground, water",
557,dwebble,dwebble,bug,rock,50,65,85,35,35,55,325,3,145,"sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/557.svg,,,"rock, steel, water","normal, poison",
558,crustle,crustle,bug,rock,70,105,125,65,75,45,485,14,2000,"sturdy,shell-armor,weak-armor",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/558.svg,,,"rock, steel, water","normal, poison",
559,scraggy,scraggy,dark,fighting,50,75,70,35,70,48,348,6,118,"shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/559.svg,,,"fairy, fighting, flying","dark, ghost, rock",psychic
560,scrafty,scrafty,dark,fighting,65,90,115,45,115,58,488,11,300,"shed-skin,moxie,intimidate",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/560.svg,,,"fairy, fighting, flying","dark, ghost, rock",psychic
561,sigilyph,sigilyph,psychic,flying,72,58,80,103,80,97,490,14,140,"wonder-skin,magic-guard,tinted-lens",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/561.svg,,,"dark, electric, ghost, ice, rock","fighting, grass, psychic",ground
562,yamask,yamask,ghost,nan,38,30,85,55,65,30,303,5,15,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/562.svg,,,"dark, ghost","bug, poison","fighting, normal"
563,cofagrigus,cofagrigus,ghost,nan,58,50,145,95,105,30,483,17,765,mummy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/563.svg,,,"dark, ghost","bug, poison","fighting, normal"
564,tirtouga,tirtouga,water,rock,54,78,103,53,45,22,355,7,165,"solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/564.svg,,,"electric, fighting, grass, ground","fire, flying, ice, normal, poison",
565,carracosta,carracosta,water,rock,74,108,133,83,65,32,495,12,810,"solid-rock,sturdy,swift-swim",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/565.svg,,,"electric, fighting, grass, ground","fire, flying, ice, normal, poison",
566,archen,archen,rock,flying,55,112,45,74,45,70,401,5,95,defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/566.svg,,,"electric, ice, rock, steel, water","bug, fire, flying, normal, poison",ground
567,archeops,archeops,rock,flying,75,140,65,112,65,110,567,14,320,defeatist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/567.svg,,,"electric, ice, rock, steel, water","bug, fire, flying, normal, poison",ground
568,trubbish,trubbish,poison,nan,50,50,62,40,62,65,329,6,310,"stench,sticky-hold,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/568.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
569,garbodor,garbodor,poison,nan,80,95,82,60,82,75,474,19,1073,"stench,weak-armor,aftermath",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/569.svg,,,"ground, psychic","bug, fairy, fighting, grass, poison",
570,zorua,zorua,dark,nan,40,65,40,80,40,65,330,7,125,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/570.svg,,,"bug, fairy, fighting","dark, ghost",psychic
571,zoroark,zoroark,dark,nan,60,105,60,120,60,105,510,16,811,illusion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/571.svg,,,"bug, fairy, fighting","dark, ghost",psychic
572,minccino,minccino,normal,nan,55,50,40,40,40,75,300,4,58,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/572.svg,,,fighting,,ghost
573,cinccino,cinccino,normal,nan,75,95,60,65,60,115,470,5,75,"cute-charm,technician,skill-link",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/573.svg,,,fighting,,ghost
574,gothita,gothita,psychic,nan,45,30,50,55,65,45,290,4,58,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/574.svg,,,"bug, dark, ghost","fighting, psychic",
575,gothorita,gothorita,psychic,nan,60,45,70,75,85,55,390,7,180,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/575.svg,,,"bug, dark, ghost","fighting, psychic",
576,gothitelle,gothitelle,psychic,nan,70,55,95,95,110,65,490,15,440,"frisk,competitive,shadow-tag",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/576.svg,,,"bug, dark, ghost","fighting, psychic",
577,solosis,solosis,psychic,nan,45,30,40,105,50,20,290,3,10,"overcoat,magic-guard,regenerator",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/577.svg,,,"bug, dark, ghost","fighting, psychic",
